Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMElbow,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMElbow,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
46,0.0128698,0.0157129,0.00895876,0.0217515,0.0158663,0.0218893,0.00485766,0.0238892,0.0335128,0.0207457,0.0193647,0.0365114,0.0239285,0.0269381,0.0168073,0.0157524,0.0196905,0.0232293,0.012276,0.0159618,0.0123135,0.00925817,0.0193247,0.0132423,0.0138868,0.013451,0.0177598,0.0157161,0.00744651,0.0185892,0.0473262,0.010955,0.0281649,0.0220651,0.013937,0.0246558,0.0303186,0.0243241,0.0185844,0.0158577,0.00971874,0.0155797,0.00849705,0.0081247,0.00910907,0.0115385,0.0128688,0.0189926,0.00989757
47,0.0128171,0.0159193,0.00878818,0.0216344,0.0156648,0.0217646,0.00499467,0.0236963,0.0332938,0.0205314,0.0192878,0.0363518,0.0235418,0.0267716,0.0167433,0.0155883,0.019565,0.0234184,0.0119081,0.0157004,0.0121408,0.00901214,0.0191011,0.0131251,0.0136477,0.0133163,0.0176208,0.0157421,0.00749664,0.0182297,0.0475143,0.0110241,0.0277855,0.022161,0.0140828,0.0244267,0.0301974,0.024185,0.0183576,0.0156887,0.0095643,0.0152908,0.00835767,0.00804149,0.00906645,0.0114031,0.0127139,0.0187895,0.0100579
48,0.012812,0.0161611,0.0087811,0.0215772,0.0156362,0.0216375,0.00495397,0.0236126,0.0330752,0.0204132,0.0192371,0.0362529,0.0231153,0.0266874,0.0167476,0.0154986,0.0194974,0.023628,0.0118092,0.0155524,0.0120387,0.00888051,0.0189623,0.0130924,0.0134195,0.0132925,0.0175248,0.0157263,0.00744832,0.0179037,0.0475558,0.0109538,0.0274733,0.0222613,0.0142125,0.0242843,0.0300708,0.024112,0.0181639,0.0155742,0.00940812,0.0152752,0.00826216,0.00801957,0.0090738,0.0113072,0.012592,0.0185813,0.0100366
49,0.012814,0.0164076,0.00879612,0.021524,0.0156306,0.0215037,0.00489079,0.0235407,0.0328547,0.0203027,0.0191924,0.03616,0.0226875,0.0266152,0.0167589,0.0154136,0.019433,0.0238388,0.0117457,0.0154232,0.011942,0.00876188,0.0188352,0.0130693,0.0131947,0.0132809,0.0174445,0.0157028,0.00738703,0.0175915,0.0475759,0.0108623,0.0271747,0.0223573,0.0143434,0.0241579,0.0299501,0.0240476,0.0179787,0.0154694,0.00926109,0.0152964,0.00817133,0.00800531,0.00908899,0.0112135,0.0124772,0.0183821,0.00998791
50,0.0127945,0.0166329,0.00871264,0.0214279,0.0155243,0.0213569,0.00495228,0.0233975,0.0326292,0.0201246,0.0191363,0.036028,0.0222923,0.0264962,0.0167253,0.0152744,0.0193249,0.0240328,0.011518,0.0152339,0.0117974,0.00857032,0.0186595,0.0129917,0.0129627,0.0131978,0.0173602,0.015705,0.00739263,0.0172789,0.0476801,0.0108529,0.026845,0.0224419,0.0144943,0.0239881,0.0298472,0.0239448,0.0177827,0.0153391,0.0091402,0.0151535,0.00805027,0.00795482,0.00907783,0.0110905,0.0123506,0.018206,0.010048
51,0.0127611,0.0168355,0.00853091,0.0212904,0.0153213,0.0211957,0.00514737,0.0231841,0.0323987,0.0198785,0.0190683,0.035858,0.0219315,0.0263321,0.0166456,0.0150814,0.019173,0.0242076,0.0111267,0.0149863,0.0116074,0.0083064,0.0184366,0.0128593,0.0127214,0.0130454,0.0172727,0.0157379,0.00747257,0.0169669,0.0478683,0.0109281,0.0264841,0.0225166,0.0146671,0.0237772,0.0297631,0.023805,0.0175771,0.0151842,0.0090512,0.0148464,0.00789913,0.00787029,0.00904143,0.0109382,0.0122137,0.0180549,0.0102206
52,0.0127422,0.0170371,0.00837194,0.021159,0.0151456,0.0210249,0.00532707,0.0229838,0.0321653,0.0196389,0.0190057,0.0356955,0.0215753,0.0261807,0.0165707,0.0148944,0.0190243,0.0243766,0.0107705,0.0147589,0.011426,0.00805528,0.0182281,0.0127351,0.0124826,0.0129072,0.0172018,0.0157671,0.00754576,0.0166691,0.0480352,0.0109846,0.026137,0.0225879,0.0148413,0.0235842,0.0296846,0.0236741,0.0173796,0.0150396,0.00897648,0.0145759,0.00775278,0.00779531,0.00901433,0.0107891,0.0120849,0.0179138,0.0103693
53,0.012751,0.0172638,0.00837531,0.0210826,0.0151302,0.0208524,0.00530077,0.0228894,0.0319317,0.0194941,0.0189685,0.035589,0.0211886,0.0261041,0.0165595,0.0147831,0.0189339,0.0245561,0.0106826,0.0146392,0.0113096,0.00791579,0.0181003,0.0126921,0.0122646,0.0128737,0.0171669,0.0157415,0.00749902,0.0163989,0.0480566,0.0108925,0.0258556,0.0226623,0.0149881,0.0234721,0.0295948,0.0236002,0.017209,0.0149418,0.00888473,0.0145771,0.00764957,0.00777564,0.00903129,0.0106788,0.0119817,0.0177615,0.0103264
54,0.0127646,0.0174859,0.00840179,0.0210095,0.0151358,0.0206724,0.00524827,0.0228061,0.0316947,0.0193563,0.0189367,0.0354877,0.0208094,0.0260355,0.0165512,0.0146781,0.0188473,0.0247274,0.01063,0.0145358,0.0111987,0.00778799,0.0179836,0.0126556,0.012053,0.0128516,0.0171459,0.0157059,0.00743648,0.0161405,0.0480561,0.0107771,0.0255872,0.0227324,0.0151312,0.0233742,0.0295077,0.0235316,0.0170442,0.0148511,0.00879928,0.0146149,0.0075507,0.00776333,0.00905456,0.0105711,0.0118834,0.0176158,0.0102546
55,0.0127692,0.0176784,0.00833151,0.0208964,0.015048,0.0204774,0.00533142,0.0226532,0.0314513,0.0191515,0.018892,0.0353489,0.0204706,0.0259204,0.0164937,0.0145217,0.0187178,0.0248726,0.0104142,0.0143736,0.0110455,0.00758764,0.0178219,0.0125627,0.0118322,0.0127611,0.017122,0.015704,0.00745056,0.015882,0.0481389,0.0107473,0.025288,0.0227931,0.0152947,0.0232358,0.0294379,0.0234265,0.016869,0.014736,0.00874624,0.0144893,0.00742201,0.00771854,0.00905372,0.0104348,0.0117746,0.0174947,0.0102972
56,0.0127719,0.0178397,0.00816477,0.0207444,0.0148723,0.020267,0.00555415,0.0224316,0.0312006,0.0188801,0.0188334,0.0351744,0.0201735,0.0257601,0.0163862,0.0143143,0.0185463,0.0249895,0.0100356,0.0141535,0.0108528,0.00731539,0.0176164,0.0124132,0.0116003,0.0126034,0.0170965,0.0157394,0.00754688,0.015624,0.0483046,0.0108064,0.0249584,0.0228447,0.0154798,0.0230588,0.0293857,0.0232874,0.0166835,0.0145978,0.00872887,0.0142002,0.00726318,0.00764305,0.00903011,0.0102703,0.0116569,0.0173997,0.0104572
57,0.0127864,0.017991,0.00802127,0.0205977,0.0147229,0.0200499,0.00575431,0.0222222,0.0309454,0.0186174,0.0187783,0.0350062,0.0198873,0.025608,0.0162789,0.0141157,0.01838,0.0250917,0.00969214,0.0139498,0.0106687,0.00705505,0.017424,0.0122689,0.0113728,0.0124581,0.0170852,0.0157695,0.00763217,0.0153785,0.0484493,0.0108449,0.0246423,0.0228927,0.0156615,0.0228964,0.0293366,0.0231563,0.0165034,0.0144676,0.0087188,0.0139478,0.00710858,0.0075763,0.00901359,0.010109,0.0115451,0.0173118,0.010592
58,0.01281,0.0181556,0.00803883,0.0205037,0.0147209,0.0198374,0.00573528,0.0221171,0.0306892,0.0184509,0.018747,0.0348903,0.0195756,0.0255225,0.016231,0.013995,0.018274,0.0251964,0.00961574,0.0138442,0.0105433,0.0069037,0.0173053,0.0122014,0.0111711,0.0124143,0.017103,0.0157339,0.00758151,0.0151557,0.0484504,0.0107289,0.0243906,0.0229429,0.015808,0.0228061,0.0292704,0.023076,0.0163452,0.0143783,0.00867467,0.0139662,0.00699693,0.00755952,0.00903493,0.00998542,0.0114524,0.0172055,0.0105283
59,0.0128363,0.0183068,0.00807897,0.0204136,0.0147384,0.0196218,0.00568931,0.0220233,0.0304283,0.0182941,0.0187193,0.0347791,0.0192748,0.0254427,0.0161829,0.0138835,0.0181743,0.0252844,0.00957488,0.013751,0.0104233,0.00676315,0.0171956,0.0121378,0.0109766,0.0123819,0.0171325,0.0156875,0.00751278,0.0149432,0.0484302,0.0105906,0.0241517,0.0229886,0.0159479,0.0227274,0.0292047,0.023001,0.016191,0.0142943,0.00862975,0.0140216,0.00688984,0.00754851,0.00906065,0.00986526,0.0113623,0.0171031,0.010436
60,0.0128648,0.0184232,0.0080235,0.0202849,0.0146717,0.019396,0.00578336,0.0218609,0.0301591,0.0180739,0.0186767,0.0346326,0.0190161,0.0253191,0.0160833,0.0137232,0.0180347,0.02534,0.00937173,0.0136001,0.0102658,0.00655091,0.0170432,0.012016,0.0107701,0.0122828,0.0171604,0.0156818,0.00752901,0.0147312,0.0484921,0.0105424,0.0238815,0.0230254,0.0161086,0.02261,0.0291557,0.0228946,0.0160269,0.0141877,0.00861895,0.0139145,0.00675307,0.00750738,0.00906392,0.00971757,0.0112639,0.0170256,0.0104625
61,0.0129023,0.0185044,0.00787296,0.0201186,0.0145258,0.0191616,0.00601913,0.02163,0.0298818,0.0177907,0.0186181,0.0344522,0.0187994,0.0251541,0.0159319,0.0135158,0.0178565,0.0253624,0.00900701,0.0133938,0.0100736,0.00626834,0.0168499,0.0118363,0.0105499,0.0121174,0.0171878,0.0157206,0.00763365,0.0145209,0.0486365,0.0105867,0.0235804,0.0230537,0.0162909,0.0224554,0.0291243,0.0227592,0.0158541,0.0140598,0.00864454,0.0136457,0.00658691,0.00743802,0.00904635,0.00954272,0.0111585,0.0169735,0.0106097
62,0.012949,0.0185709,0.00774522,0.0199574,0.0144047,0.0189291,0.00622964,0.0214107,0.0295997,0.0175183,0.0185614,0.0342786,0.0185934,0.0249982,0.0157794,0.0133196,0.0176861,0.0253671,0.00867759,0.0132013,0.00988976,0.00599731,0.0166673,0.0116601,0.0103348,0.0119641,0.0172276,0.0157526,0.0077245,0.0143215,0.0487606,0.0106119,0.023292,0.0230783,0.0164673,0.0223133,0.0290934,0.0226312,0.0156863,0.0139383,0.00867095,0.0134144,0.00642588,0.00737649,0.00903431,0.00937185,0.0110572,0.0169245,0.0107304
63,0.0129868,0.0186463,0.00777626,0.0198465,0.0144174,0.0187106,0.00621648,0.021295,0.0293176,0.0173433,0.0185271,0.034155,0.0183594,0.0249058,0.0156849,0.0132015,0.0175776,0.025372,0.00861356,0.0130978,0.00975579,0.00583245,0.0165497,0.0115576,0.0101508,0.011911,0.0172901,0.0157091,0.00766882,0.0141404,0.0487425,0.0104804,0.0230671,0.0231045,0.016603,0.0222373,0.0290406,0.022548,0.0155367,0.0138526,0.00865027,0.0134533,0.00630722,0.00735971,0.00905486,0.00923873,0.0109693,0.0168506,0.0106477
64,0.0130252,0.0187067,0.00782956,0.019739,0.0144479,0.0184973,0.00617639,0.0211904,0.0290325,0.0171794,0.018494,0.0340367,0.0181325,0.02482,0.0155895,0.0130937,0.0174775,0.0253608,0.00858419,0.0130047,0.00962492,0.00567834,0.0164386,0.0114576,0.00997465,0.011869,0.0173617,0.0156539,0.00759404,0.013968,0.0487042,0.0103279,0.0228542,0.0231265,0.0167302,0.0221721,0.0289857,0.0224701,0.01539,0.0137712,0.00862596,0.0135292,0.00619298,0.00734803,0.00907956,0.00910946,0.010882,0.0167766,0.0105363
65,0.0130765,0.0187338,0.00778768,0.0195944,0.0144029,0.0182806,0.00627785,0.0210166,0.0287407,0.0169542,0.0184443,0.0338857,0.0179433,0.0246946,0.0154439,0.012939,0.0173397,0.0253202,0.00839367,0.012859,0.00946205,0.00545431,0.0162873,0.0113004,0.00978542,0.01176,0.0174334,0.0156453,0.0076103,0.0137969,0.0487478,0.0102694,0.0226095,0.02314,0.0168783,0.0220712,0.0289474,0.0223654,0.015235,0.0136686,0.00863914,0.0134437,0.00605026,0.0073099,0.00908486,0.00895383,0.0107876,0.0167263,0.0105465
66,0.0131467,0.018729,0.00765057,0.0194132,0.0142875,0.0180608,0.0065201,0.0207741,0.0284437,0.0166676,0.0183775,0.0337029,0.0177904,0.0245312,0.015249,0.0127378,0.0171652,0.0252531,0.00804302,0.012664,0.00927046,0.00516143,0.016098,0.0110864,0.00958281,0.011584,0.0175065,0.0156872,0.00771996,0.0136283,0.0488731,0.0103062,0.0223328,0.023146,0.0170483,0.0219367,0.0289259,0.0222357,0.0150727,0.0135461,0.00869275,0.0131977,0.00588011,0.00724643,0.0090723,0.00877246,0.0106886,0.0167008,0.01068
67,0.0132229,0.0187124,0.00753584,0.0192364,0.0141948,0.0178483,0.00673569,0.0205424,0.028146,0.016392,0.0183105,0.033526,0.0176425,0.0243756,0.0150548,0.0125471,0.0169993,0.025176,0.00772786,0.0124829,0.00908528,0.00488091,0.0159165,0.0108754,0.00938782,0.0114195,0.0175899,0.0157212,0.00781315,0.0134686,0.0489783,0.0103235,0.0220681,0.0231498,0.0172103,0.0218146,0.0289024,0.0221126,0.0149145,0.0134288,0.00874568,0.0129894,0.0057156,0.0071904,0.00906529,0.00859582,0.0105922,0.0166754,0.0107862
68,0.0132735,0.0187054,0.00757834,0.019108,0.0142201,0.0176547,0.00672981,0.0204141,0.0278537,0.0162121,0.0182637,0.0333971,0.0174615,0.0242758,0.0149203,0.0124331,0.0168949,0.0251085,0.00767492,0.0123828,0.00893984,0.0047038,0.0157895,0.0107373,0.00922676,0.0113548,0.0176902,0.01567,0.00775235,0.0133219,0.0489441,0.0101839,0.0218664,0.0231554,0.0173282,0.0217546,0.028854,0.0220278,0.0147705,0.0133427,0.00874433,0.0130492,0.00559333,0.00717451,0.00908831,0.00845694,0.0105036,0.0166198,0.0106866
69,0.0133228,0.0186882,0.00764269,0.0189836,0.0142607,0.0174692,0.0066993,0.0202977,0.0275624,0.0160426,0.0182176,0.0332727,0.0172821,0.02418,0.0147875,0.0123286,0.0167984,0.0250372,0.00765606,0.0122929,0.00879656,0.00453729,0.0156656,0.0106033,0.00907507,0.011301,0.0177986,0.0156056,0.00767184,0.0131807,0.0488904,0.0100242,0.0216758,0.0231575,0.0174371,0.021706,0.0288014,0.0219469,0.0146287,0.0132597,0.00873919,0.0131453,0.00547695,0.00716386,0.00911594,0.00832253,0.0104148,0.0165627,0.0105589
70,0.0133943,0.0186447,0.00761241,0.0188225,0.014234,0.0172811,0.00680918,0.0201119,0.0272688,0.0158115,0.018156,0.0331163,0.0171342,0.0240463,0.0146085,0.0121771,0.0166652,0.0249508,0.00747723,0.0121581,0.00862785,0.00430374,0.0155041,0.0104151,0.0089101,0.0111794,0.0179091,0.0155935,0.00768564,0.0130412,0.048918,0.00995947,0.021453,0.0231524,0.0175672,0.0216251,0.0287643,0.0218426,0.0144798,0.0131573,0.00877602,0.0130811,0.00533426,0.00712947,0.00912807,0.00816416,0.0103214,0.0165286,0.010555
71,0.0134931,0.0185781,0.00748767,0.0186254,0.0141456,0.0170892,0.00705727,0.0198563,0.0269729,0.0155185,0.0180784,0.0329281,0.0170178,0.023877,0.0143847,0.0119798,0.016495,0.0248527,0.00714022,0.0119828,0.00843829,0.00400485,0.0153077,0.0101742,0.00873054,0.0109888,0.0180221,0.0156374,0.0077949,0.012904,0.049026,0.0099895,0.0211981,0.0231412,0.0177192,0.021513,0.0287434,0.0217165,0.0143249,0.0130366,0.00885606,0.0128574,0.00516574,0.00707377,0.00912603,0.00798193,0.0102253,0.0165184,0.010676
72,0.0135952,0.0185066,0.00738469,0.0184329,0.0140782,0.0169038,0.00727913,0.0196116,0.0266797,0.0152344,0.0180021,0.0327445,0.0169017,0.0237133,0.0141656,0.011792,0.0163324,0.0247591,0.00683866,0.0118235,0.00825592,0.0037185,0.0151163,0.00994012,0.00855904,0.0108091,0.0181438,0.0156719,0.00788572,0.0127727,0.0491141,0.00999985,0.0209545,0.0231281,0.0178624,0.0214131,0.0287185,0.0215958,0.0141731,0.0129201,0.00893357,0.0126706,0.00500411,0.00702504,0.00912994,0.00780531,0.010131,0.0165066,0.01077
73,0.0136571,0.0184494,0.00743701,0.0182889,0.0141136,0.0167375,0.00728554,0.0194733,0.0263936,0.0150433,0.0179476,0.0326061,0.0167486,0.0235988,0.0140079,0.0116781,0.0162287,0.0246877,0.00679624,0.0117365,0.00810302,0.00353218,0.0149698,0.00977992,0.00842342,0.0107317,0.0182779,0.0156124,0.00781747,0.0126493,0.0490654,0.00985497,0.0207739,0.0231166,0.0179588,0.0213709,0.0286653,0.0215067,0.0140327,0.0128316,0.00895204,0.0127489,0.00488476,0.00701025,0.00916003,0.00766594,0.0100399,0.016461,0.0106573
74,0.0137148,0.0183898,0.00751074,0.0181494,0.0141624,0.0165777,0.00726958,0.0193475,0.0261103,0.0148607,0.0178963,0.0324714,0.0165939,0.0234877,0.0138558,0.0115728,0.0161321,0.0246248,0.0067876,0.0116607,0.00795251,0.00335684,0.0148247,0.00962685,0.00829721,0.0106666,0.0184187,0.0155388,0.00772897,0.0125298,0.0489982,0.00969167,0.0206046,0.0231017,0.0180448,0.0213392,0.0286066,0.0214197,0.0138937,0.0127456,0.00896557,0.0128632,0.00477289,0.00699984,0.00919409,0.00753204,0.00994816,0.016412,0.0105172
75,0.0138024,0.0183145,0.00749109,0.0179737,0.0141528,0.0164125,0.00739111,0.0191518,0.0258256,0.0146157,0.0178327,0.0323042,0.0164678,0.0233438,0.0136621,0.0114215,0.0159985,0.0245586,0.00662171,0.0115503,0.00778655,0.0031184,0.0146478,0.00942503,0.00815605,0.0105323,0.0185623,0.0155232,0.00773726,0.0124108,0.049011,0.00962271,0.020403,0.02308,0.0181528,0.0212771,0.0285631,0.0213124,0.013749,0.0126421,0.0090216,0.0128191,0.0046372,0.00696936,0.00921386,0.00737608,0.00985491,0.0163863,0.0105023
76,0.013925,0.0182264,0.00737816,0.0177612,0.0140904,0.0162415,0.00764728,0.0188846,0.0255391,0.0143079,0.0177579,0.0321048,0.0163703,0.0231708,0.0134278,0.0112251,0.0158282,0.0244893,0.00630001,0.0114103,0.00761134,0.00281985,0.0144432,0.00917671,0.00799824,0.010327,0.0187096,0.0155688,0.00784329,0.0122927,0.0491031,0.00964758,0.0201686,0.0230526,0.018283,0.0211864,0.028535,0.0211878,0.0135999,0.0125222,0.00912123,0.0126177,0.00447878,0.00692041,0.00922005,0.00719904,0.00976184,0.0163842,0.0106135
77,0.0140482,0.0181417,0.00728726,0.017553,0.0140465,0.0160758,0.0078783,0.018629,0.0252557,0.0140087,0.0176881,0.0319097,0.0162713,0.023007,0.013201,0.0110385,0.0156649,0.0244295,0.00601339,0.0112881,0.00744622,0.0025364,0.014245,0.0089394,0.00784816,0.0101333,0.0188637,0.0156038,0.00793061,0.0121782,0.0491761,0.00965423,0.0199458,0.0230231,0.0184039,0.0211062,0.0285015,0.0210682,0.0134534,0.012406,0.00921614,0.0124535,0.00432983,0.00687751,0.00923016,0.00702911,0.00967032,0.0163784,0.0106982
78,0.0141173,0.0180764,0.0073497,0.0173945,0.0140909,0.0159293,0.00790262,0.0184828,0.02498,0.0138008,0.017641,0.0317599,0.0161348,0.0228903,0.0130364,0.0109238,0.0155581,0.0243931,0.00598142,0.0112274,0.00730003,0.00234714,0.0140853,0.00877761,0.00773629,0.0100472,0.0190253,0.0155365,0.00785675,0.012068,0.0491152,0.00950986,0.019786,0.0229944,0.0184767,0.0210796,0.0284369,0.0209738,0.0133153,0.0123151,0.00924773,0.0125524,0.00422297,0.0068638,0.009261,0.00689586,0.00957838,0.0163364,0.010576
79,0.01418,0.0180152,0.00743307,0.0172409,0.0141472,0.0157884,0.00790684,0.0183501,0.0247073,0.0136012,0.0175992,0.0316141,0.0159959,0.02278,0.0128794,0.0108174,0.015457,0.0243645,0.00598268,0.0111774,0.00715785,0.00216923,0.0139286,0.00862654,0.00763457,0.00997544,0.0191911,0.0154543,0.00776381,0.0119595,0.0490368,0.00934867,0.0196382,0.022962,0.018539,0.0210627,0.0283659,0.0208819,0.0131782,0.0122267,0.00927225,0.0126875,0.00412504,0.00685419,0.0092937,0.00676956,0.00948514,0.0162894,0.010427
80,0.0142797,0.017947,0.00742354,0.0170507,0.0141545,0.0156414,0.00804348,0.0181447,0.0244338,0.0133402,0.0175478,0.0314364,0.0158857,0.0226447,0.012684,0.0106674,0.0153197,0.0243307,0.0058297,0.0111032,0.00701345,0.00193728,0.0137495,0.00843283,0.00751704,0.009832,0.0193602,0.0154346,0.00776915,0.0118512,0.0490378,0.00928093,0.0194571,0.0229235,0.0186239,0.0210181,0.0283103,0.0207757,0.0130366,0.0121222,0.00933883,0.012667,0.00400807,0.00682806,0.00931298,0.00662459,0.00939298,0.0162652,0.0104039
81,0.0144215,0.0178735,0.00732267,0.0168233,0.0141169,0.015488,0.0083088,0.0178656,0.0241599,0.0130181,0.0174874,0.0312273,0.0158041,0.0224868,0.0124514,0.0104754,0.0151473,0.0242901,0.00552498,0.0110105,0.00687497,0.00166111,0.0135531,0.00819864,0.00738244,0.00961444,0.0195333,0.015481,0.00787236,0.0117434,0.0491168,0.00930434,0.0192424,0.0228795,0.0187317,0.0209464,0.0282699,0.0206591,0.0128921,0.0120027,0.00944745,0.0124914,0.00387481,0.00678806,0.00932028,0.00646236,0.00930283,0.0162647,0.0105063
82,0.0145612,0.0178071,0.00724383,0.0166,0.014096,0.0153399,0.00855093,0.0175993,0.0238902,0.0127059,0.0174317,0.031023,0.0157214,0.0223383,0.0122274,0.0102945,0.014982,0.0242527,0.00525562,0.0109338,0.00674965,0.00141349,0.0133665,0.00797799,0.00725699,0.00940943,0.0197109,0.015516,0.00795605,0.0116374,0.0491779,0.00930986,0.0190388,0.0228333,0.0188294,0.0208847,0.0282238,0.0205495,0.0127496,0.0118869,0.00954885,0.0123537,0.00375454,0.00675489,0.00933059,0.00630915,0.00921292,0.0162597,0.0105822
83,0.0146341,0.0177603,0.00731561,0.0164276,0.0141495,0.0152117,0.00859616,0.0174466,0.0236304,0.0124847,0.0173969,0.0308641,0.0156023,0.0222307,0.0120645,0.0101833,0.014871,0.0242297,0.0052337,0.0109022,0.00663066,0.00124818,0.0132118,0.00783102,0.00717383,0.00931924,0.0198908,0.0154417,0.00787838,0.0115325,0.0491082,0.00917021,0.0188996,0.0227883,0.0188784,0.0208726,0.0281457,0.0204605,0.0126122,0.0117945,0.009585,0.0124768,0.00367411,0.00674593,0.00935812,0.0061909,0.00911776,0.0162164,0.0104527
84,0.0146988,0.0177199,0.00740758,0.0162611,0.0142139,0.0150895,0.00862301,0.0173079,0.0233753,0.0122724,0.017367,0.03071,0.015481,0.0221298,0.0119096,0.0100816,0.014766,0.0242076,0.00524363,0.0108785,0.00651783,0.00110065,0.013062,0.00769554,0.00710281,0.00924456,0.0200735,0.0153519,0.00778132,0.011428,0.049021,0.00901587,0.0187724,0.022741,0.0189173,0.0208702,0.0280603,0.0203758,0.0124747,0.0117044,0.00961372,0.0126356,0.00360477,0.00674135,0.00938728,0.00608126,0.00902069,0.0161673,0.0102969
85,0.0148075,0.0176759,0.00740794,0.0160572,0.0142371,0.0149606,0.008776,0.017095,0.0231209,0.0120005,0.0173275,0.0305251,0.0153889,0.0220087,0.0117184,0.00994073,0.0146276,0.0241753,0.00510428,0.0108386,0.00641956,0.000950904,0.0129,0.00752203,0.00701577,0.00909352,0.0202604,0.0153299,0.00778165,0.0113237,0.0490118,0.00895132,0.018612,0.0226884,0.0189787,0.0208422,0.0279897,0.0202837,0.0123345,0.0115999,0.0096839,0.0126402,0.00352379,0.00672585,0.00940626,0.00595715,0.00892658,0.0161414,0.0102668
86,0.0149638,0.0176284,0.00731709,0.0158154,0.0142232,0.0148245,0.00905156,0.0168063,0.0228671,0.0116701,0.0172786,0.0303089,0.0153261,0.0218698,0.0114914,0.0097632,0.0144568,0.0241322,0.00482027,0.0107885,0.00634437,0.000863691,0.0127314,0.00731233,0.00691119,0.00886309,0.020452,0.015378,0.00787808,0.01122,0.0490795,0.00897388,0.0184175,0.0226313,0.0190629,0.0207894,0.0279345,0.0201864,0.0121924,0.0114819,0.00979468,0.0124921,0.00343504,0.00670116,0.00941698,0.00582063,0.00883632,0.0161387,0.0103619
87,0.0151156,0.0175872,0.00724688,0.0155787,0.0142243,0.0146933,0.00930526,0.0165314,0.0226191,0.0113503,0.0172335,0.0300981,0.0152624,0.0217407,0.0112727,0.00959859,0.0142942,0.0240889,0.00457297,0.0107507,0.00628527,0.000893087,0.012574,0.00711604,0.0068169,0.00864595,0.0206466,0.0154139,0.00795372,0.0111169,0.0491293,0.00897925,0.0182344,0.0225729,0.019137,0.0207463,0.0278725,0.0200959,0.0120522,0.0113677,0.00989788,0.0123808,0.00336189,0.00668293,0.00943201,0.00569576,0.00874556,0.0161306,0.0104309
88,0.0151897,0.0175613,0.00732371,0.0153955,0.0142872,0.0145821,0.00937216,0.0163762,0.0223816,0.0111208,0.0172068,0.0299342,0.0151629,0.0216456,0.0111127,0.00950128,0.0141852,0.0240574,0.00456294,0.0107388,0.00621641,0.000946489,0.0124381,0.00698692,0.00676716,0.00855237,0.0208405,0.0153343,0.00786931,0.0110125,0.0490507,0.00884808,0.0181174,0.0225162,0.0191624,0.0207502,0.0277766,0.0200189,0.0119155,0.0112742,0.00993613,0.0125261,0.00332226,0.00668339,0.0094613,0.00560357,0.00864623,0.0160823,0.0102966
89,0.0152537,0.0175399,0.00741935,0.0152186,0.0143584,0.0144764,0.00942193,0.0162374,0.0221498,0.0109014,0.0171835,0.029776,0.0150622,0.0215565,0.0109601,0.00941445,0.0140835,0.0240269,0.00458367,0.0107299,0.00615398,0.00103098,0.0123076,0.00686852,0.00672927,0.00847551,0.0210366,0.0152391,0.00776552,0.0109079,0.0489549,0.00870439,0.0180126,0.022458,0.0191773,0.0207638,0.0276728,0.0199443,0.0117788,0.0111825,0.00996684,0.0127061,0.00329495,0.0066876,0.0094935,0.00552147,0.00854434,0.0160276,0.0101368
