Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMAnkle,LMElbow,LMKnee,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMAnkle,RMElbow,RMKnee,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
43,0.0503119,0.00761597,0.00767693,0.011797,0.0699107,0.0224694,0.0261479,0.0182849,0.019499,0.016652,0.019936,0.0176583,0.015554,0,0.0190552,0.0773795,0.0185687,0.0180498,0.0200202,0.018557,0.0142651,0.0107041,0.0199217,0.00926846,0.0146958,0.0165629,0.0188475,0.0189599,0.00893793,0.0101746,0.0280237,0.0148037,0.0197517,0.00704436,0.019181,0.0181583,0.0261726,0.0148618,0.0229184,0,0.0219133,0.074,0.0138789,0.0151895,0.0117879,0.0573389,0.0139563,0.0150321,0.0155308,0.012746,0.0112057,0.00551819,0.00957873
44,0.0503097,0.00781967,0.00773825,0.0117464,0.0697997,0.0223175,0.0262424,0.0182791,0.0192007,0.0166144,0.0199875,0.0174875,0.0154882,0,0.0186833,0.0774825,0.0185041,0.0179755,0.0199625,0.0185648,0.0143134,0.0105489,0.0198002,0.00918005,0.0144306,0.0165118,0.0185558,0.0188162,0.00865994,0.0101355,0.0279589,0.014414,0.0196465,0.00692571,0.0188855,0.0181911,0.026089,0.0144466,0.0227215,0,0.0218301,0.0740379,0.0137795,0.0151013,0.0113492,0.057275,0.0135779,0.0146907,0.0151929,0.0123604,0.0111538,0.00504395,0.00940789
45,0.0502828,0.00803931,0.00776329,0.0116792,0.0696407,0.0221489,0.0264205,0.0183268,0.0188944,0.016524,0.0200379,0.0173066,0.0155149,0,0.0183236,0.0775577,0.0184148,0.0178735,0.019881,0.0185699,0.0142214,0.0103355,0.0196899,0.00910257,0.0141282,0.0164303,0.0182541,0.0187551,0.0083689,0.0101963,0.0277656,0.0140157,0.0195401,0.00672851,0.0185623,0.0181788,0.0260027,0.0139885,0.0225622,0,0.0217729,0.0740588,0.0136736,0.0149874,0.0108611,0.0570891,0.0131722,0.0143352,0.0148288,0.0119585,0.0110874,0.00458603,0.00912183
46,0.0502324,0.00827477,0.00775009,0.0115979,0.0694347,0.021964,0.0266836,0.0184302,0.0185802,0.0163795,0.0200877,0.0171156,0.0156386,0,0.0179772,0.0776062,0.0182998,0.0177426,0.0197757,0.0185719,0.01399,0.0100623,0.0195928,0.00904009,0.0137887,0.0163172,0.0179425,0.0187794,0.00807331,0.0103567,0.0274437,0.0136139,0.0194364,0.00645278,0.0182143,0.0181216,0.0259171,0.0134874,0.0224422,0,0.0217465,0.0740635,0.0135654,0.014851,0.0103248,0.0567804,0.0127389,0.0139668,0.0144387,0.0115413,0.0110109,0.00416764,0.00872263
47,0.0501887,0.00853641,0.00774734,0.0115203,0.0692352,0.0217746,0.0269251,0.0185162,0.0182651,0.0162448,0.0201425,0.0169299,0.0157397,0,0.0176301,0.0776605,0.0181856,0.0176132,0.0196724,0.0185801,0.0137942,0.00980024,0.0195014,0.00899185,0.0134572,0.016203,0.017628,0.0187816,0.007826,0.0104956,0.0271512,0.0132431,0.0193331,0.006201,0.0178869,0.0180853,0.0258481,0.0130085,0.0223151,0,0.0217418,0.0740689,0.0134807,0.0147333,0.0098118,0.0564955,0.0123163,0.0136062,0.0140595,0.0111326,0.0109591,0.00384419,0.00836399
48,0.0501822,0.00883318,0.0078111,0.0114564,0.0691021,0.0215948,0.0270149,0.0184931,0.0179575,0.0161964,0.0202092,0.0167689,0.0156662,0,0.017266,0.0777545,0.0181047,0.0175212,0.0196021,0.0186053,0.0138345,0.00963354,0.0194035,0.00894899,0.0131857,0.016125,0.0173199,0.0186279,0.00766977,0.0104707,0.0270738,0.0129338,0.0192177,0.0060888,0.0176265,0.0181436,0.025806,0.0126267,0.0221205,0,0.0217385,0.0740933,0.0134403,0.0146738,0.00940391,0.0564072,0.0119503,0.0132742,0.0137336,0.0107572,0.0109628,0.00364153,0.00822076
49,0.0501804,0.00914926,0.00788717,0.0113927,0.0689743,0.0214124,0.0270808,0.0184493,0.017649,0.0161596,0.0202802,0.0166162,0.0155627,0,0.0169031,0.0778515,0.0180258,0.0174319,0.0195347,0.0186354,0.0139094,0.00947925,0.0193102,0.00891695,0.0129223,0.0160473,0.0170129,0.0184474,0.00754967,0.0104252,0.0270261,0.0126495,0.0190976,0.00600289,0.0173818,0.0182191,0.0257731,0.0122658,0.0219169,0,0.0217474,0.074117,0.0134142,0.0146252,0.00901845,0.0563445,0.011597,0.0129483,0.013419,0.0103899,0.0109808,0.0035305,0.00811499
50,0.0501563,0.0094723,0.00792328,0.0113159,0.0687999,0.0212171,0.0272318,0.0184616,0.0173323,0.0160683,0.0203494,0.0164572,0.0155579,0,0.0165565,0.0779216,0.0179217,0.0173136,0.0194434,0.0186607,0.0138465,0.00926478,0.0192327,0.0089046,0.0126228,0.0159378,0.0167013,0.0183528,0.00743369,0.0104794,0.0268496,0.0123665,0.0189823,0.00583888,0.0171135,0.0182491,0.025741,0.0118631,0.0217537,0,0.0217851,0.0741249,0.0133842,0.0145532,0.00858572,0.0561592,0.0112161,0.0126109,0.0130789,0.0100089,0.0109867,0.00351588,0.00789944
51,0.0501117,0.00980002,0.00791855,0.0112275,0.0685799,0.0210094,0.0274683,0.0185314,0.0170077,0.015921,0.0204166,0.0162915,0.0156565,0,0.0162271,0.0779656,0.0177914,0.0171659,0.0193281,0.0186798,0.0136464,0.00898889,0.0191728,0.00891495,0.0122872,0.0157956,0.0163848,0.0183469,0.00733225,0.0106329,0.0265439,0.0120909,0.0188746,0.00559467,0.0168251,0.0182345,0.0257128,0.0114187,0.0216324,0,0.0218559,0.0741179,0.0133549,0.0144619,0.00810706,0.0558511,0.0108067,0.0122636,0.0127129,0.00961458,0.0109845,0.00361808,0.00757735
52,0.0500737,0.0101392,0.00792468,0.0111412,0.0683658,0.0208013,0.0276815,0.0185826,0.0166821,0.0157836,0.0204858,0.0161347,0.0157289,0,0.0159013,0.0780133,0.0176631,0.0170204,0.0192152,0.0187008,0.0134818,0.00872403,0.0191204,0.00893999,0.0119609,0.0156533,0.0160718,0.018316,0.00727583,0.010766,0.0262671,0.0118472,0.0187652,0.00537529,0.0165552,0.0182368,0.0256958,0.0109961,0.0215035,0,0.0219403,0.0741107,0.0133416,0.014384,0.00765226,0.0555678,0.010409,0.0119241,0.0123579,0.00922962,0.0109985,0.00381941,0.00729623
53,0.0500691,0.0104953,0.00799935,0.0110663,0.068215,0.0206082,0.0277411,0.0185216,0.0163627,0.0157357,0.0205624,0.0160067,0.0156142,0,0.0155629,0.0780963,0.0175702,0.0169146,0.0191369,0.0187336,0.0135516,0.00855516,0.0190584,0.00896349,0.0116949,0.0155498,0.0157737,0.0181216,0.00727764,0.0107382,0.026207,0.011651,0.0186366,0.00530311,0.0163407,0.0183256,0.0256906,0.0106681,0.0213048,0,0.0220067,0.0741193,0.013353,0.01435,0.00730003,0.055483,0.0100707,0.0116091,0.0120564,0.00887647,0.0110474,0.00405593,0.00721952
54,0.0500684,0.010856,0.00808552,0.0109935,0.0680687,0.0204172,0.0277764,0.0184402,0.0160415,0.0156994,0.0206397,0.0158892,0.0154672,0,0.0152286,0.0781809,0.0174807,0.016812,0.019062,0.0187664,0.0136559,0.00839795,0.0190013,0.00899804,0.0114378,0.0154473,0.0154833,0.0178986,0.00730562,0.0106912,0.0261771,0.0114777,0.0185029,0.00526179,0.0161383,0.0184282,0.0256899,0.0103609,0.0210973,0,0.0220773,0.0741264,0.013372,0.0143223,0.00697028,0.0554237,0.0097457,0.0113003,0.0117666,0.00853196,0.011103,0.00433218,0.00717755
55,0.0500484,0.0112123,0.00812957,0.0109088,0.0678777,0.0202173,0.0278972,0.0184164,0.0157126,0.0156074,0.0207126,0.0157655,0.0154247,0,0.0149128,0.0782396,0.0173654,0.0166803,0.0189633,0.0187887,0.0136245,0.00817862,0.0189644,0.00905748,0.011146,0.0153125,0.0151928,0.0177651,0.00734904,0.0107434,0.0260169,0.0113158,0.0183776,0.00513973,0.0159169,0.0184852,0.0256929,0.0100126,0.0209324,0,0.0221792,0.0741187,0.01339,0.0142748,0.00659711,0.0552411,0.00939231,0.010983,0.0114515,0.00817603,0.0111485,0.00467584,0.00703295
56,0.0500108,0.0115624,0.00813121,0.0108113,0.0676435,0.0200091,0.0281033,0.018451,0.0153764,0.015459,0.0207802,0.0156344,0.0154909,0,0.0146157,0.0782737,0.0172231,0.0165192,0.0188399,0.0187999,0.0134588,0.00789627,0.0189494,0.00914501,0.010821,0.0151446,0.0149016,0.0177231,0.00741673,0.0108945,0.0257264,0.011172,0.0182634,0.00493288,0.0156808,0.0184975,0.0257028,0.00962474,0.0208113,0,0.0223152,0.0740966,0.0134104,0.0142107,0.00618391,0.0549355,0.00900952,0.0106584,0.0111107,0.00781013,0.0111877,0.00508589,0.00679063
57,0.0499794,0.0119107,0.00814377,0.0107158,0.0674147,0.0198049,0.0282848,0.0184661,0.0150387,0.0153218,0.0208463,0.0155116,0.0155295,0,0.0143239,0.0783098,0.0170828,0.0163613,0.0187192,0.0188079,0.0133286,0.00762429,0.0189418,0.00924638,0.0105071,0.0149779,0.0146197,0.0176543,0.00751453,0.011026,0.0254653,0.0110574,0.0181475,0.00475332,0.0154599,0.0185236,0.025719,0.00925883,0.0206832,0,0.0224572,0.0740738,0.0134398,0.0141553,0.0057971,0.0546557,0.00863939,0.0103413,0.0107812,0.0074541,0.0112351,0.00551113,0.00658772
58,0.0499771,0.0122613,0.00822516,0.0106357,0.0672456,0.0196194,0.0283123,0.0183689,0.0147066,0.0152764,0.0209156,0.0154152,0.0153706,0,0.0140217,0.0783767,0.0169803,0.0162461,0.0186348,0.0188215,0.0134296,0.00744823,0.0189198,0.00933631,0.0102523,0.0148533,0.014359,0.0174157,0.00762896,0.0110005,0.0254219,0.0109709,0.0180061,0.00473662,0.0152814,0.0186297,0.0257336,0.00898368,0.0204838,0,0.0225649,0.0740644,0.0134776,0.0141312,0.00550711,0.0545762,0.00833221,0.010045,0.0105058,0.00712754,0.0113007,0.00588292,0.00657122
59,0.0499786,0.0126056,0.00831675,0.010561,0.0670806,0.0194399,0.0283155,0.0182528,0.0143736,0.0152433,0.0209827,0.015326,0.0151777,0,0.0137243,0.0784438,0.0168813,0.0161352,0.0185546,0.0188299,0.0135649,0.0072825,0.0189026,0.00943417,0.0100077,0.0147309,0.0141096,0.0171475,0.00775468,0.0109574,0.025409,0.0109027,0.0178586,0.00475625,0.0151121,0.018747,0.0257485,0.00872869,0.0202762,0,0.0226712,0.0740529,0.0135166,0.0141104,0.00524009,0.0545226,0.00803962,0.00975501,0.0102427,0.00681053,0.0113676,0.00625004,0.00658534
60,0.0499632,0.0129377,0.00836589,0.0104729,0.0668724,0.0192552,0.0284036,0.0181944,0.0140343,0.0151545,0.0210432,0.0152263,0.0150957,0,0.0134454,0.0784861,0.0167554,0.0159951,0.01845,0.0188243,0.0135674,0.00705371,0.0189088,0.00956053,0.00973248,0.0145757,0.0138617,0.0169721,0.00790096,0.0110128,0.0252648,0.0108545,0.0177234,0.00468972,0.0149293,0.0188183,0.0257697,0.00843484,0.0201135,0,0.0228095,0.0740271,0.0135571,0.0140729,0.00493812,0.0543456,0.00771741,0.00945921,0.00995455,0.00648523,0.011427,0.00666128,0.00650484
61,0.0499334,0.0132577,0.00837222,0.0103684,0.0666222,0.0190654,0.0285763,0.0181937,0.0136889,0.0150094,0.0210969,0.0151145,0.0151288,0,0.0131848,0.0785051,0.0166025,0.0158251,0.01832,0.0188044,0.0134381,0.00676199,0.0189404,0.00971774,0.00942891,0.0143874,0.0136148,0.016891,0.00807398,0.011165,0.0249885,0.0108325,0.0176029,0.00453058,0.0147364,0.0188445,0.0258002,0.00810375,0.0199963,0,0.0229826,0.0739878,0.0136026,0.0140211,0.004608,0.0540447,0.00736417,0.00915924,0.00964068,0.00615378,0.0114814,0.00711744,0.00633642
62,0.0499096,0.0135686,0.00838856,0.0102669,0.0663773,0.0188822,0.0287246,0.0181739,0.0133441,0.0148767,0.0211471,0.0150058,0.0151329,0,0.0129292,0.0785249,0.0164522,0.0156592,0.0181933,0.0187775,0.0133444,0.00648027,0.0189788,0.00988444,0.00913922,0.0142012,0.013379,0.0167827,0.00826003,0.0112989,0.0247412,0.010833,0.0174787,0.00440243,0.0145558,0.018882,0.0258326,0.00779369,0.0198722,0,0.0231551,0.0739479,0.0136516,0.0139749,0.00430904,0.05377,0.0070245,0.00886724,0.00933793,0.00583392,0.0115383,0.00756348,0.00620375
63,0.0499109,0.0138723,0.00847211,0.0101909,0.0661897,0.0187197,0.0287199,0.0180447,0.0130059,0.0148374,0.0211976,0.0149183,0.0149316,0,0.0126636,0.0785718,0.0163415,0.0155387,0.0181034,0.0187527,0.013478,0.00629389,0.0189969,0.0100284,0.00890616,0.0140601,0.0131665,0.0164992,0.00842916,0.0112806,0.0247135,0.0108394,0.0173231,0.00445794,0.0144051,0.0189941,0.0258531,0.00756929,0.0196771,0,0.0232801,0.0739186,0.0136956,0.0139502,0.00409678,0.0536971,0.00675193,0.00859188,0.00908989,0.00554054,0.0116013,0.00793245,0.00623466
64,0.0499157,0.0141657,0.00856497,0.0101241,0.0660056,0.0185655,0.0286914,0.0178985,0.0126688,0.014811,0.0212449,0.0148319,0.0146964,0,0.0124023,0.078618,0.016235,0.0154235,0.0180172,0.0187204,0.0136456,0.0061178,0.0190182,0.0101763,0.00868491,0.0139235,0.0129652,0.0161864,0.0085987,0.0112464,0.0247157,0.0108573,0.0171617,0.00455527,0.0142602,0.0191152,0.0258706,0.00736358,0.0194753,0,0.0233988,0.0738868,0.0137373,0.0139265,0.00390794,0.0536505,0.00649569,0.00832244,0.00885462,0.00525698,0.0116617,0.00828639,0.00629086
65,0.0499074,0.0144455,0.00861542,0.0100398,0.0657804,0.0184081,0.0287466,0.0178094,0.0123285,0.0147292,0.0212862,0.0147291,0.0145786,0,0.0121574,0.0786412,0.0161017,0.0152785,0.0179058,0.018674,0.0136826,0.00587937,0.0190654,0.0103544,0.00844016,0.0137547,0.012764,0.0159701,0.00879181,0.011309,0.0245849,0.0109007,0.0170156,0.00455725,0.0141068,0.019191,0.0258967,0.00712228,0.0193203,0,0.0235507,0.0738421,0.013783,0.0138893,0.00370155,0.0534796,0.00620779,0.00805066,0.00859448,0.00496975,0.0117163,0.00867995,0.00626232
66,0.0498874,0.0147132,0.00862445,0.00993302,0.0655147,0.0182471,0.0288857,0.0177761,0.0119863,0.0145925,0.021322,0.0146094,0.0145817,0,0.0119288,0.0786427,0.0159408,0.0151024,0.0177686,0.0186135,0.0135907,0.00557959,0.0191408,0.0105653,0.0081761,0.0135523,0.0125622,0.0158513,0.00901253,0.0114669,0.0243209,0.010974,0.0168863,0.00445732,0.0139482,0.0192215,0.0259337,0.00684706,0.0192114,0,0.0237371,0.073786,0.0138346,0.0138407,0.00348984,0.0531846,0.00588639,0.00777859,0.00830878,0.00468186,0.0117672,0.00911272,0.00615493
67,0.049873,0.0149706,0.00864329,0.00983164,0.0652539,0.0180937,0.0290012,0.017725,0.0116471,0.0144693,0.0213552,0.0144874,0.0145555,0,0.0117044,0.0786452,0.0157843,0.014931,0.017634,0.0185468,0.0135337,0.0052916,0.0192207,0.0107806,0.00792979,0.0133534,0.0123699,0.0157049,0.00923505,0.0116076,0.0240862,0.0110613,0.0167524,0.00439257,0.0137982,0.0192611,0.02597,0.0065916,0.0190963,0,0.023918,0.0737285,0.0138852,0.0137948,0.00331826,0.0529157,0.00557926,0.00751434,0.0080349,0.00440817,0.0118171,0.00952899,0.00607732
68,0.0498793,0.0152191,0.00872535,0.00977253,0.0650475,0.0179623,0.0289666,0.0175703,0.0113163,0.0144397,0.0213877,0.0143815,0.0143183,0,0.0114699,0.0786717,0.0156694,0.0148063,0.0175371,0.0184816,0.0136996,0.0050983,0.0192734,0.0109623,0.00773577,0.0132031,0.0122001,0.0153802,0.0094193,0.0116012,0.0240713,0.0111329,0.0165827,0.00453151,0.0136656,0.0193709,0.0259851,0.00641418,0.0189121,0,0.0240414,0.0736805,0.0139218,0.0137624,0.00321058,0.0528501,0.00534549,0.00726172,0.00781685,0.00415612,0.0118645,0.00986156,0.00614125
69,0.0498889,0.015458,0.00881476,0.00972766,0.0648448,0.0178396,0.0289089,0.0174009,0.0109896,0.0144233,0.021418,0.0142726,0.0140485,0,0.0112396,0.0786966,0.0155597,0.0146871,0.0174437,0.018411,0.0138986,0.00491651,0.019327,0.0111441,0.00755598,0.0130585,0.0120399,0.0150266,0.00959717,0.0115801,0.0240862,0.0112093,0.016406,0.00471337,0.0135364,0.0194878,0.0259941,0.00625355,0.0187235,0,0.0241551,0.0736308,0.0139531,0.0137289,0.00312559,0.0528111,0.00513045,0.00701508,0.00761187,0.00391563,0.0119077,0.0101758,0.00622666
70,0.049889,0.0156874,0.00886376,0.00965763,0.0646031,0.0177142,0.0289342,0.0172865,0.0106643,0.0143524,0.0214455,0.0141448,0.013902,0,0.011024,0.0787004,0.0154242,0.0145371,0.0173243,0.0183294,0.0139692,0.00467662,0.019409,0.0113569,0.00736405,0.0128817,0.0118771,0.014773,0.00980145,0.0116533,0.0239669,0.0113144,0.0162467,0.00478983,0.0134033,0.0195595,0.0260143,0.0060607,0.0185819,0,0.0243018,0.0735703,0.0139906,0.0136844,0.00305021,0.0526472,0.00488182,0.00677022,0.00738196,0.00367953,0.0119473,0.0105281,0.00623593
71,0.0498809,0.0159089,0.00887413,0.00955595,0.0643232,0.017586,0.0290415,0.0172249,0.0103418,0.0142284,0.0214705,0.0139977,0.0138819,0,0.0108226,0.0786849,0.015263,0.0143552,0.017178,0.0182378,0.0139132,0.00438214,0.0195212,0.0116027,0.00716703,0.0126725,0.0117104,0.0146209,0.0100346,0.0118193,0.0237133,0.0114519,0.0161058,0.0047559,0.0132695,0.0195864,0.0260481,0.00583846,0.0184866,0,0.0244836,0.0734997,0.0140361,0.0136317,0.00300107,0.0523578,0.00459632,0.00653028,0.00712651,0.00345285,0.011985,0.0109185,0.006174
72,0.0498784,0.0161235,0.0088932,0.0094627,0.064048,0.0174663,0.0291255,0.0171472,0.0100258,0.0141191,0.0214944,0.0138465,0.0138336,0,0.0106244,0.0786706,0.0151072,0.0141772,0.0170345,0.0181436,0.0138913,0.00410465,0.0196353,0.0118492,0.00699381,0.0124689,0.0115513,0.0144426,0.0102627,0.011969,0.0234882,0.0115951,0.0159597,0.0047587,0.0131416,0.0196207,0.0260784,0.00563503,0.0183866,0,0.0246558,0.0734284,0.0140781,0.0135801,0.0029915,0.0520947,0.00432678,0.00629886,0.00688387,0.00324502,0.0120196,0.0112904,0.00613719
73,0.0498921,0.0163307,0.00897005,0.00943414,0.0638252,0.0173674,0.0290643,0.0169752,0.00971931,0.0141022,0.0215179,0.0137098,0.0135696,0,0.0104172,0.0786773,0.0149951,0.0140474,0.0169294,0.0180542,0.0140869,0.00392085,0.0197144,0.0120525,0.00686203,0.0123166,0.0114143,0.014084,0.0104404,0.0119764,0.0234841,0.0117054,0.0157747,0.00497769,0.0130204,0.0197224,0.0260797,0.0054997,0.0182205,0,0.0247631,0.0733658,0.0140986,0.0135359,0.0030003,0.0520358,0.00413881,0.00607257,0.00669869,0.00305149,0.0120457,0.011576,0.00622593
74,0.0499086,0.0165321,0.00905297,0.00942641,0.0636062,0.0172773,0.0289824,0.0167922,0.0094197,0.0140982,0.0215413,0.01357,0.0132742,0,0.0102142,0.0786828,0.0148899,0.0139232,0.0168276,0.017963,0.0143147,0.00375269,0.0197921,0.012252,0.00674673,0.0121719,0.0112858,0.0136978,0.0106084,0.0119701,0.0235093,0.0118141,0.0155825,0.00523813,0.0129002,0.01983,0.0260735,0.00537858,0.0180511,0,0.0248574,0.0733024,0.0141121,0.0134894,0.00302282,0.052004,0.00397232,0.0058515,0.00652776,0.00287212,0.0120663,0.0118422,0.00633516
75,0.049919,0.0167295,0.0090979,0.00938303,0.0633508,0.0171846,0.0289819,0.0166606,0.0091259,0.0140425,0.0215645,0.0134123,0.0131085,0,0.0100247,0.0786703,0.0147599,0.0137667,0.0166989,0.017866,0.0144163,0.00353953,0.0198998,0.0124839,0.00663601,0.0119962,0.0111527,0.0134157,0.0108051,0.0120557,0.0233995,0.0119535,0.0154085,0.00538436,0.0127801,0.0198924,0.026081,0.00523042,0.0179288,0,0.0249853,0.0732306,0.0141341,0.0134346,0.00307713,0.0518465,0.00376954,0.00563808,0.00633166,0.00271131,0.0120851,0.0121458,0.00637582
76,0.0499251,0.0169246,0.00910741,0.00929485,0.0630598,0.0170893,0.0290618,0.0165772,0.00883965,0.0139369,0.0215876,0.0132369,0.013075,0,0.00984819,0.0786411,0.0146053,0.0135775,0.0165432,0.0177647,0.0143934,0.00328959,0.0200393,0.0127496,0.00653837,0.0117891,0.0110138,0.0132394,0.0110324,0.012231,0.0231544,0.012126,0.0152538,0.00541347,0.0126643,0.0199099,0.0261037,0.00505849,0.0178524,0,0.0251483,0.0731511,0.0141654,0.0133736,0.00317474,0.0515628,0.00352728,0.00543608,0.00611008,0.00257729,0.012103,0.012487,0.0063496
77,0.0499364,0.0171163,0.00912546,0.00921975,0.0627743,0.0170017,0.0291202,0.0164803,0.00856265,0.0138463,0.0216107,0.013059,0.0130142,0,0.00967548,0.0786127,0.0144581,0.0133926,0.0163902,0.0176649,0.0144034,0.00307022,0.0201788,0.0130126,0.00646814,0.0115893,0.0108819,0.0130383,0.0112511,0.0123903,0.022938,0.0122984,0.0150931,0.00547944,0.0125519,0.0199339,0.0261204,0.00490328,0.0177726,0,0.0252989,0.0730722,0.0141911,0.0133126,0.00329233,0.051305,0.00330423,0.00524381,0.00590236,0.00246927,0.0121169,0.0128089,0.00634566
78,0.0499587,0.0173014,0.00919467,0.0092357,0.0625389,0.0169342,0.0290391,0.0163019,0.00829478,0.0138442,0.0216334,0.012896,0.0127345,0,0.00949606,0.0786035,0.0143553,0.0132566,0.0162762,0.0175717,0.0146255,0.00294126,0.0202755,0.0132242,0.00642124,0.0114439,0.0107731,0.0126563,0.0114125,0.0124127,0.0229428,0.0124255,0.0148918,0.005766,0.0124354,0.0200226,0.0261029,0.00480485,0.0176308,0,0.0253792,0.0730015,0.0141909,0.0132544,0.00337815,0.0512524,0.00317283,0.00504876,0.00575381,0.00236367,0.0121196,0.0130442,0.00646054
79,0.0499837,0.0174829,0.0092686,0.00927792,0.0623083,0.0168745,0.0289389,0.0161166,0.00803543,0.0138553,0.0216564,0.0127315,0.0124262,0,0.00932074,0.0785942,0.0142605,0.0131256,0.016166,0.0174805,0.0148775,0.00283719,0.0203681,0.0134292,0.00639004,0.0113076,0.0106729,0.0122495,0.0115629,0.0124221,0.022976,0.0125469,0.0146835,0.00609078,0.0123174,0.0201159,0.0260771,0.00471814,0.0174876,0,0.0254449,0.0729307,0.0141829,0.0131934,0.00346403,0.0512266,0.00306657,0.00485892,0.00562031,0.00227502,0.0121161,0.0132595,0.00659727
80,0.0500061,0.0176646,0.00930816,0.00927083,0.0620442,0.0168124,0.0289186,0.0159782,0.0077865,0.013818,0.0216808,0.0125523,0.0122536,0,0.00915789,0.0785698,0.0141418,0.012962,0.0160285,0.0173882,0.0150057,0.00271894,0.0204929,0.013668,0.00637933,0.0111414,0.0105675,0.0119516,0.0117435,0.0125191,0.0228733,0.0126998,0.0144945,0.00629547,0.0122048,0.0201646,0.026067,0.00460957,0.0173899,0,0.0255449,0.0728535,0.0141841,0.0131265,0.00359078,0.0510741,0.00292209,0.00468439,0.00546205,0.00222295,0.0121121,0.0135122,0.00666929
81,0.0500279,0.017847,0.00931691,0.0092049,0.0617479,0.0167472,0.028977,0.015882,0.00754944,0.0137342,0.0217062,0.0123586,0.0122181,0,0.00900752,0.0785317,0.0139987,0.0127652,0.0158638,0.0172961,0.0150111,0.0026077,0.0206516,0.0139419,0.00639877,0.0109451,0.0104557,0.0117647,0.0119553,0.0127024,0.0226344,0.0128865,0.0143254,0.00637816,0.0121004,0.0201683,0.0260738,0.00448369,0.0173361,0,0.0256795,0.0727708,0.0141965,0.0130553,0.00376389,0.0507942,0.00273703,0.00452928,0.00527909,0.00221581,0.0121086,0.0138021,0.0066771
82,0.0500541,0.0180267,0.00933322,0.00915604,0.0614582,0.0166882,0.0290154,0.0157756,0.00732304,0.0136658,0.0217315,0.0121655,0.012157,0,0.0088615,0.0784957,0.0138631,0.0125733,0.0157023,0.0172072,0.0150477,0.00255104,0.0208072,0.0142097,0.00644293,0.0107578,0.0103512,0.0115564,0.0121573,0.0128709,0.022424,0.0130684,0.0141502,0.0064962,0.0119973,0.0201772,0.0260735,0.00437284,0.0172803,0,0.0258002,0.0726895,0.0142027,0.0129828,0.00393904,0.0505405,0.00257603,0.00438504,0.00511161,0.00223328,0.0121002,0.0140725,0.00670737
83,0.0500852,0.0181986,0.0093923,0.00922588,0.0612171,0.0166476,0.0289211,0.0156046,0.00710393,0.0136805,0.0217548,0.0119893,0.0118772,0,0.00871064,0.0784764,0.0137717,0.0124315,0.0155803,0.0171248,0.0152905,0.00255747,0.0209134,0.0144196,0.00648339,0.0106264,0.0102709,0.0111686,0.0122994,0.0129078,0.022435,0.0131963,0.0139339,0.00683537,0.0118814,0.0202493,0.0260347,0.00430566,0.0171677,0,0.025848,0.0726157,0.0141793,0.0129105,0.00405274,0.0504922,0.00251646,0.00422812,0.00500353,0.00222937,0.0120784,0.0142566,0.00685588
84,0.0501183,0.0183674,0.00945423,0.0093259,0.0609822,0.0166141,0.0288107,0.0154321,0.00689463,0.0137076,0.0217782,0.011814,0.0115719,0,0.00856476,0.0784577,0.0136876,0.0122956,0.0154623,0.0170458,0.0155622,0.00259205,0.0210139,0.0146209,0.00653299,0.010505,0.0101992,0.0107599,0.0124301,0.0129317,0.0224739,0.0133157,0.0137113,0.00720984,0.0117626,0.0203265,0.0259867,0.00424729,0.0170549,0,0.0258801,0.0725429,0.0141478,0.0128357,0.00415923,0.0504701,0.00248425,0.00407642,0.0049112,0.00223718,0.0120508,0.0144206,0.00702795
85,0.0501521,0.0185366,0.00948728,0.00936098,0.0607179,0.0165766,0.0287777,0.0152993,0.00669914,0.0136898,0.0218032,0.0116266,0.0114068,0,0.00843083,0.0784273,0.0135796,0.0121269,0.0153175,0.0169678,0.0157116,0.00265499,0.0211482,0.0148575,0.00661552,0.0103545,0.0101223,0.010466,0.0125921,0.0130393,0.0223766,0.0134674,0.0135091,0.00745982,0.0116533,0.0203581,0.0259564,0.00417391,0.0169852,0,0.0259465,0.0724655,0.014127,0.0127565,0.00431002,0.0503203,0.00241309,0.00394944,0.00479545,0.00228805,0.0120241,0.0146218,0.00713776
